MFG_ID,MFG_NAME,DISTINCT_NUMBER_OF_RECIPIENTS,DISTINCT_NUMBER_OF_RECPS_GILEAD,COMMON_NUM_OF_RECPS,PERC_OF_RECIPIENTS_GILEAD
1E+11,"Citieffe, Inc.",5,16657,0,0
1E+11,"Salvin Dental Specialties, Inc.",1142,16657,1,0.0009
1E+11,Piramal Imaging Limited,42,16657,0,0
1E+11,"Intact Vascular, Inc.",130,16657,6,0.0462
1E+11,Seaspine Orthopedics Corporation,309,16657,0,0
1E+11,"Sentynl Therapeutics, Inc.",863,16657,13,0.0151
1E+11,Horizon Therapeutics Plc,13172,16657,848,0.0644
1E+11,"Elite Orthopedics, Llc",244,16657,1,0.0041
1E+11,"Augmenix, Inc.",17,16657,1,0.0588
1E+11,"Cynosure, Llc",4,16657,1,0.25
1E+11,Journey Medical Corporation,832,16657,1,0.0012
1E+11,"Nanostring Technologies, Inc.",13,16657,3,0.2308
1E+11,"Nusmile, Ltd.",120,16657,0,0
1E+11,"Myriad Genetic Laboratories, Inc.",16,16657,3,0.1875
1E+11,Moria Inc,1,16657,0,0
1E+11,"Velano Vascular, Inc.",1,16657,0,0
1E+11,"Roche Diabetes Care, Inc.",113,16657,8,0.0708
1E+11,"Strata Skin Sciences, Inc.",422,16657,0,0
1E+11,"Onkos Surgical, Inc.",104,16657,1,0.0096
1E+11,Great Lakes Orthopedics,138,16657,1,0.0072
1E+11,Grifols Canada Ltd.,3,16657,0,0
1E+11,Medicines360,63,16657,6,0.0952
1E+11,"Regeneron Healthcare Solutions, Inc.",20950,16657,2649,0.1264
1E+11,Diasorin Inc.,20,16657,0,0
1E+11,"Southern Edge Orthopaedics, Inc.",89,16657,0,0
1E+11,"Exeltis, Usa Inc.",2280,16657,33,0.0145
1E+11,R-Pharm Us Llc,35,16657,9,0.2571
1E+11,"T2 Biosystems, Inc.",21,16657,11,0.5238
1E+11,"Breg, Inc",21,16657,0,0
1E+11,Nevro Corp.,5067,16657,83,0.0164
1E+11,"Intelligent Implant Systems, Llc",2,16657,0,0
1E+11,"Si-Technology, Llc",1,16657,0,0
1E+11,"Preceptis Medical, Inc.",6,16657,1,0.1667
1E+11,"Pharmacyclics Llc, An Abbvie Company",2488,16657,882,0.3545
1E+11,"Treace Medical Concepts, Inc.",293,16657,0,0
1E+11,Allen Medical Systems,22,16657,2,0.0909
1E+11,Galderma International Sas,10,16657,0,0
1E+11,Stimwave Technologies Incorporated,1061,16657,19,0.0179
1E+11,Liebel-Flarsheim Llc,1,16657,0,0
1E+11,"Cymedica Orthopedics, Inc.",31,16657,0,0
1E+11,Jace Medical Llc,8,16657,0,0
1E+11,"Southern Anesthesia & Surgical, Inc",6,16657,0,0
1E+11,"Visioneering Technologies, Inc.",1253,16657,1,0.0008
1E+11,B. Braun Australia Pty. Ltd.,1,16657,0,0
1E+11,Vectura Limited,6,16657,0,0
1E+11,Concordia Laboratories Inc.,2,16657,0,0
1E+11,Concordia Pharmaceuticals Inc.,750,16657,387,0.516
1E+11,Encore Dermatology Inc.,698,16657,3,0.0043
1E+11,"Pneumrx, Inc",2,16657,0,0
1E+11,"In2Bones Usa, Llc",209,16657,0,0
1E+11,Zyla Life Sciences,4228,16657,162,0.0383
1E+11,Infront Medical Llc,2,16657,0,0
1E+11,Wyeth Puerto Rico Inc,2,16657,0,0
1E+11,Cerus Corporation,64,16657,0,0
1E+11,Notalvision,163,16657,0,0
1E+11,"Mizuho America, Inc.",41,16657,0,0
1E+11,"Southern Louisiana Surgical Supply, Llc",1,16657,0,0
1E+11,Mayne Pharma Inc.,2765,16657,119,0.043
1E+11,"Implanet America, Inc.",3,16657,0,0
1E+11,"Crossroads Extremity Systems, Llc",395,16657,0,0
1E+11,"Biocryst Pharmaceuticals, Inc.",69,16657,1,0.0145
1E+11,Quandary Medical Llc,1,16657,0,0
1E+11,"Dentium Co., Ltd",5,16657,0,0
1E+11,"Hill Dermaceuticals, Inc.",2,16657,0,0
1E+11,Merge Healthcare Incorporated,75,16657,11,0.1467
1E+11,"Novum Pharma, Llc",250,16657,6,0.024
1E+11,Novastep Inc.,9,16657,0,0
1E+11,Roche Diabetes Care Gmbh,9,16657,0,0
1E+11,"Osteocentric Technologies, Inc.",121,16657,0,0
1E+11,Ion Beam Applications S.A.,27,16657,0,0
1E+11,Medicure Pharma Inc.,168,16657,25,0.1488
1E+11,Indivior Inc.,3883,16657,343,0.0883
1E+11,Seqirus Usa Inc,1278,16657,171,0.1338
1E+11,Osiris Therapeutics Inc.,2264,16657,32,0.0141
1E+11,"Neos Therapeutics, Lp",3994,16657,99,0.0248
1E+11,"Chirhoclin, Inc.",1,16657,0,0
1E+11,"Nexus Spine, Llc",11,16657,0,0
1E+11,"Nexus Cmf, Llc",8,16657,0,0
1E+11,Kirwan Surgical Products Llc,1,16657,0,0
1E+11,"Sight Sciences, Inc.",1984,16657,2,0.001
1E+11,"Spinal Simplicity, Llc",41,16657,1,0.0244
1E+11,Hikma Pharmaceuticals Usa,2359,16657,303,0.1284
1E+11,"Amnio Technology, Llc",5,16657,0,0
1E+11,"Omnia Medical, Llc",6,16657,0,0
1E+11,"Visionrt, Inc.",48,16657,1,0.0208
1E+11,Xenco Medical Llc,3,16657,0,0
1E+11,"Alevio, Llc",25,16657,0,0
1E+11,"Gemini Mountain Medical, Llc",246,16657,1,0.0041
1E+11,"Rivanna Medical, Llc",1,16657,0,0
1E+11,"Deroyal Industries, Inc.",4,16657,0,0
1E+11,"Focal Therapeutics, Inc.",265,16657,3,0.0113
1E+11,"Innovative Surgical Designs, Inc.",1,16657,0,0
1E+11,Zavation Llc,6,16657,0,0
1E+11,Acadia Pharmaceuticals Inc,3726,16657,78,0.0209
1E+11,Medela Ag,3,16657,0,0
1E+11,Dexcel Pharma Technologies Ltd.,271,16657,0,0
1E+11,Cipla Usa Inc.,40,16657,17,0.425
1E+11,"Taiho Oncology, Inc.",1052,16657,416,0.3954
1E+11,First Gold Corp,3,16657,0,0
1E+11,"Cardiofocus, Inc.",149,16657,22,0.1477
1E+11,"Forestadent Usa, Inc.",133,16657,0,0
1E+11,Silony Medical Corp.,12,16657,0,0
1E+11,Respire Medical Holdings Llc,2,16657,0,0
1E+11,"Nuvasive Specialized Orthopedics, Inc.",183,16657,0,0
1E+11,Bernhard Foerster Gmbh,6,16657,0,0
1E+11,"Phraxis, Inc.",13,16657,0,0
1E+11,Galil Medical Inc.,50,16657,2,0.04
1E+11,"Ai Therapeutics, Inc.",1,16657,0,0
1E+11,"Sequoia Surgical, Inc.",119,16657,0,0
1E+11,Biostable Science & Engineering,16,16657,0,0
1E+11,Solvay Dental 360-A Div Of Solvay Specialty Polymers Usa Llc,12,16657,0,0
1E+11,"Collegium Pharmaceutical, Inc.",3246,16657,95,0.0293
1E+11,"Parcus Medical, Llc",7,16657,0,0
1E+11,"Owp Pharmaceuticals, Inc.",202,16657,1,0.005
1E+11,Aptevo Therapeutics Inc,31,16657,5,0.1613
1E+11,"Tesaro, Inc.",2566,16657,687,0.2677
1E+11,Boehringer Ingelheim India Pvt. Ltd.,3,16657,1,0.3333
1E+11,"Agilent Technologies, Inc.",22,16657,7,0.3182
1E+11,Saol Therapeutics Inc.,452,16657,21,0.0465
1E+11,"Saluda Medical Americas, Inc.",5,16657,0,0
1E+11,Vantage Technology Llc,17,16657,0,0
1E+11,Sun Pharmaceutical Industries Inc.,12214,16657,176,0.0144
1E+11,Cochlear Latinoamerica Sociedad Anonima,1,16657,0,0
1E+11,Opsens Inc.,150,16657,19,0.1267
1E+11,Synthes Gmbh,393,16657,14,0.0356
1E+11,Southern Implants North America Inc,276,16657,0,0
1E+11,"Biomedical Enterprises, Inc.",3,16657,0,0
1E+11,Blue Earth Diagnostics Limited,1862,16657,38,0.0204
1E+11,Boehringer Ingelheim (Phil.) Inc.,2,16657,0,0
1E+11,Medrobotics Inc.,28,16657,1,0.0357
1E+11,Brainsway Usa Inc,126,16657,4,0.0317
1E+11,"Mitsui Chemicals, Inc.",10,16657,0,0
1E+11,"Aprecia Pharmaceuticals, Llc",100,16657,4,0.04
1E+11,Catalyst Orthoscience,84,16657,0,0
1E+11,Novus Surgical Solutions Llc,41,16657,0,0
1E+11,Spineart Sa,38,16657,0,0
1E+11,"Checkpoint Surgical, Inc",380,16657,2,0.0053
1E+11,"Podimetrics, Inc.",2,16657,0,0
1E+11,"Helsinn Therapeutics (U.S.), Inc.",1377,16657,312,0.2266
1E+11,"Prime Surgical, Llc",52,16657,0,0
1E+11,"Spr Therapeutics, Inc",381,16657,3,0.0079
1E+11,Sekisui Diagnostics P.E.I. Inc.,1,16657,0,0
1E+11,"Curasan, Inc.",5,16657,0,0
1E+11,"Republic Spine, Llc",26,16657,0,0
1E+11,"Ancora Heart, Inc.",47,16657,3,0.0638
1E+11,"Otonomy, Inc.",6,16657,0,0
1E+11,"Bamboo Therapeutics, Inc.",2,16657,1,0.5
1E+11,"Relypsa, Inc.",4286,16657,353,0.0824
1E+11,"Opko Pharmaceuticals, Llc",1802,16657,51,0.0283
1E+11,"Abyrx, Inc",26,16657,0,0
1E+11,"Aspire Bariatrics, Inc.",10,16657,2,0.2
1E+11,Napo Pharmaceuticals Inc,515,16657,458,0.8893
1E+11,"Intercept Pharmaceuticals, Inc.",2908,16657,1763,0.6063
1E+11,"Dpt Laboratories, Ltd.",1,16657,0,0
1E+11,"Tela Bio, Inc.",1082,16657,2,0.0018
1E+11,"Gs Solutions, Inc.",21,16657,0,0
1E+11,"Aries Pharmaceuticals, Inc.",69,16657,20,0.2899
1E+11,Eusa Pharma (Us) Llc,396,16657,141,0.3561
1E+11,Next Science Llc,86,16657,2,0.0233
1E+11,World Class Technology Corporation,391,16657,1,0.0026
1E+11,"Orthoscan, Inc.",24,16657,0,0
1E+11,"Adare Pharmaceuticals, Inc.",9,16657,2,0.2222
1E+11,Biofrontera Inc.,1552,16657,5,0.0032
1E+11,"Veloxis Pharmaceuticals, Inc.",341,16657,13,0.0381
1E+11,Phadia Gmbh,5,16657,0,0
1E+11,Kerecis Limited,1078,16657,19,0.0176
1E+11,"Vatech America, Inc.",14,16657,0,0
1E+11,Accriva Diagnostics Inc.,3,16657,0,0
1E+11,"Uromedica, Incorporated",39,16657,0,0
1E+11,Sofregen Medical Inc.,2,16657,0,0
1E+11,"Echosens North America, Inc.",221,16657,136,0.6154
1E+11,"Titan Pharmaceuticals, Inc.",98,16657,12,0.1224
1E+11,Orthogenrx Inc.,515,16657,8,0.0155
1E+11,Vifor Fresenius Medical Care Renal Pharma Ltd.,8,16657,1,0.125
1E+11,"Vyaire Medical, Inc.",52,16657,0,0
1E+11,Ascensia Diabetes Care Us Inc.,215,16657,19,0.0884
1E+11,"Pharming Healthcare, Inc.",718,16657,16,0.0223
1E+11,"Prexion, Inc.",19,16657,0,0
1E+11,Mannkind Corporation,2778,16657,313,0.1127
1E+11,"Prytime Medical Devices, Inc.",99,16657,0,0
1E+11,"Aytu Bioscience, Inc",1927,16657,253,0.1313
1E+11,"Dutch Ophthalmic, Usa",174,16657,0,0
1E+11,Dutch Ophthalmic Research Center (International) B.V.,1,16657,0,0
1E+11,Outset Medical Inc,54,16657,2,0.037
1E+11,"Corentec America,Inc.",16,16657,1,0.0625
1E+11,"Michigan Critical Care Consultants, Inc.",4,16657,0,0
1E+11,"Cerapedics, Inc.",181,16657,1,0.0055
1E+11,Diasorin Molecular Llc,6,16657,1,0.1667
1E+11,"Vascular Technology, Inc.",8,16657,0,0
1E+11,Integrity Implants Inc,150,16657,0,0
1E+11,Carolina Liquid Chemistries Corp,5,16657,0,0
1E+11,Spinal Balance Inc,2,16657,0,0
1E+11,"Acuity Surgical Devices, Llc",26,16657,0,0
1E+11,Iq Med Llc,1,16657,0,0
1E+11,"Modulated Imaging, Inc.",13,16657,0,0
1E+11,Kamada Ltd.,1,16657,0,0
1E+11,Maxx Health Inc,10,16657,0,0
1E+11,Qfix,9,16657,1,0.1111
1E+11,Myoscience Inc.,94,16657,0,0
1E+11,"Livanova Usa, Inc.",2873,16657,52,0.0181
1E+11,"Shoulder Innovations, Inc.",23,16657,0,0
1E+11,"Lexicon Pharmaceuticals, Inc.",776,16657,300,0.3866
1E+11,Tp Orthodontics Inc,17,16657,0,0
1E+11,"Radius Health, Inc.",7258,16657,670,0.0923
1E+11,"Agios Pharmaceuticals, Inc.",829,16657,252,0.304
1E+11,Curium Us Llc,15,16657,0,0
1E+11,Poriferous Llc,2,16657,1,0.5
1E+11,"Fusion Orthopedics, Llc.",5,16657,0,0
1E+11,"Kvk-Tech, Inc.",381,16657,42,0.1102
1E+11,"Sarepta Therapeutics, Inc.",362,16657,10,0.0276
1E+11,Tersera Therapeutics Llc,1782,16657,281,0.1577
1E+11,Strongbridge Us Inc.,760,16657,44,0.0579
1E+11,Bioverativ Therapeutics Inc.,102,16657,5,0.049
1E+11,"Team 1, Llc",13,16657,0,0
1E+11,Mvp Orthopedics Inc,36,16657,0,0
1E+11,United Orthopedics Llc,42,16657,0,0
1E+11,"Neurocrine Biosciences, Inc.",6538,16657,137,0.021
1E+11,"Bardy Diagnostics, Inc.",804,16657,163,0.2027
1E+11,Cgg Medical Inc,60,16657,0,0
1E+11,"Fones Marketing Management, Inc.",16,16657,0,0
1E+11,Provepharm Inc.,1,16657,0,0
1E+11,Carl Zeiss Meditec Production Llc,6,16657,0,0
1E+11,"Butterfly Network, Inc.",9,16657,1,0.1111
1E+11,"Heron Therapeutics, Inc.",620,16657,157,0.2532
1E+11,"Puma Biotechnology, Inc.",1999,16657,659,0.3297
1E+11,"Clovis Oncology, Inc.",2164,16657,551,0.2546
1E+11,"Ptc Therapeutics, Inc.",204,16657,14,0.0686
1E+11,Carl Zeiss Meditec Digital Innovations Llc,7,16657,0,0
1E+11,Boehringer Ingelheim South Africa (Pty) Ltd,2,16657,0,0
1E+11,"Aegea Medical, Inc.",4,16657,0,0
1E+11,"Shockwave Medical, Inc",436,16657,40,0.0917
1E+11,"Evolution Surgical, Inc",124,16657,0,0
1E+11,"Hyperfine Research, Inc.",2,16657,0,0
1E+11,Kinex Medical Company Llc,154,16657,2,0.013
1E+11,"Celltrion, Inc.",27,16657,13,0.4815
1E+11,Mckesson Patient Care Solutions Inc.,99,16657,0,0
1E+11,Mylan Llc,53,16657,2,0.0377
1E+11,Accelerate Diagnostics Inc.,44,16657,8,0.1818
1E+11,"Aziyo Biologics, Inc.",659,16657,57,0.0865
1E+11,Volpara Solutions Inc,30,16657,0,0
1E+11,"Ignite Orthopedics, Llc",5,16657,0,0
1E+11,"Vyera Pharmaceuticals, Llc",455,16657,160,0.3516
1E+11,Dentsply Ih Sweden,7,16657,0,0
1E+11,"Mitsubishi Tanabe Pharma Holdings America, Inc.",1,16657,0,0
1E+11,"Mitsubishi Tanabe Pharma America, Inc.",1040,16657,16,0.0154
1E+11,"Mitsubishi Tanabe Pharma Development America, Inc.",6,16657,0,0
1E+11,"Foundation Medicine, Inc.",1381,16657,364,0.2636
1E+11,"Arrinex, Inc.",174,16657,0,0
1E+11,"Johnson & Johnson Surgical Vision, Inc.",4127,16657,15,0.0036
1E+11,Advanced Accelerator Applications,328,16657,103,0.314
1E+11,Dendreon Pharmaceuticals Llc,2694,16657,180,0.0668
1E+11,Acessa Health Inc.,406,16657,7,0.0172
1E+11,Fujifilm Corporation,3,16657,0,0
1E+11,"Ceribell, Inc.",20,16657,0,0
1E+11,"Epi Health, Llc",1202,16657,4,0.0033
1E+11,"Venturemed Group, Inc.",30,16657,0,0
1E+11,"Merete Technologies, Inc",5,16657,0,0
1E+11,"Change Healthcare Technologies, Llc",25,16657,2,0.08
1E+11,"Suture Ease, Inc.",4,16657,0,0
1E+11,"Heraeus Medical, Llc.",331,16657,2,0.006
1E+11,Limacorporate S.P.A.,63,16657,0,0
1E+11,"Micro-Tech Endoscopy Usa, Inc.",93,16657,43,0.4624
1E+11,"Novo Nordisk Research Center Seattle, Inc.",3,16657,0,0
1E+11,"Avadel Specialty Pharmaceuticals, Llc",546,16657,1,0.0018
1E+11,"Fujifilm New Development Usa, Inc.",61,16657,0,0
1E+11,Milestone Scientific Inc.,20,16657,1,0.05
1E+11,Renovia Inc,235,16657,10,0.0426
1E+11,"Tryton Medical, Inc.",2,16657,0,0
1E+11,"Biotrace Medical, Inc.",2,16657,0,0
1E+11,"Alafair Biosciences,Inc.",28,16657,0,0
1E+11,"Baton Rouge Surgical Services, Llc",1,16657,0,0
1E+11,"Louisiana United Surgical Services, Llc",1,16657,0,0
1E+11,"Alcresta Therapeutics, Inc.",110,16657,39,0.3545
1E+11,Gramercy Extremity Orthopedics Llc,15,16657,0,0
1E+11,"West Therapeutics Development, Llc",195,16657,14,0.0718
1E+11,"Celltrion Healthcare Co., Ltd",5,16657,4,0.8
1E+11,"Biedermann Motech, Inc.",79,16657,1,0.0127
1E+11,Buxton Biomedical,3,16657,0,0
1E+11,"Melinta Therapeutics, Inc.",5567,16657,759,0.1363
1E+11,Camber Spine Technologies,139,16657,0,0
1E+11,"Stability Biologics, Llc",22,16657,0,0
1E+11,Linkbio Corp,11,16657,0,0
1E+11,The Institute Of Musculoskeletal Science And Education,81,16657,0,0
1E+11,"Opgen, Inc.",1,16657,1,1
1E+11,Ikon Spine Llc,3,16657,0,0
1E+11,"Acera Surgical, Inc.",731,16657,2,0.0027
1E+11,"Osteonovus, Inc.",3,16657,0,0
1E+11,"Hydrocision, Inc.",63,16657,0,0
1E+11,"Fuse Medical, Inc.",21,16657,0,0
1E+11,"Acist Medical Systems, Inc.",248,16657,26,0.1048
1E+11,"Acella Pharmaceuticals, Llc",112,16657,8,0.0714
1E+11,"Menarini Silicon Biosystems, Inc.",5,16657,0,0
1E+11,Ostial Corporation,12,16657,3,0.25
1E+11,"Thd America, Inc.",135,16657,12,0.0889
1E+11,Arkis Biosciences Inc,24,16657,0,0
1E+11,Acerta Pharma Llc,22,16657,4,0.1818
1E+11,"Echonous, Inc.",8,16657,0,0
1E+11,Ultragenyx Pharmaceutical Inc.,1698,16657,114,0.0671
1E+11,Wishbone Medical Inc.,13,16657,0,0
1E+11,Asahi Kasei Pharma Corporation,1,16657,1,1
1E+11,"Digital Cognition Technologies, Inc.",2,16657,0,0
1E+11,"Embolx, Inc.",10,16657,0,0
1E+11,"Athenex Pharmaceutical Division, Llc",49,16657,6,0.1224
1E+11,Medivation Field Solutions Llc,4,16657,1,0.25
1E+11,"Additive Orthopaedics, Llc",10,16657,0,0
1E+11,Orametrix,22,16657,0,0
1E+11,Vdw Gmbh,4,16657,0,0
1E+11,"Gynesonics, Inc.",24,16657,0,0
1E+11,Austin Medical Ventures Inc,3,16657,0,0
1E+11,Celtic Biodevices Llc,1,16657,0,0
1E+11,"Orthofix Medical, Inc.",3091,16657,11,0.0036
1E+11,Cycle Pharmaceuticals Inc,11,16657,0,0
1E+11,"Biocartis Us, Inc",8,16657,2,0.25
1E+11,"Essential Medical, Inc.",1,16657,0,0
1E+11,Surgentec,1,16657,0,0
1E+11,Cornerstone Specialty Network Llc,8,16657,3,0.375
1E+11,"Aerie Pharmaceuticals, Inc.",6369,16657,17,0.0027
1E+11,"Aclaris Therapeutics, Inc.",1530,16657,9,0.0059
1E+11,"Kite Pharma, Inc.",551,16657,145,0.2632
1E+11,"Back 2 Basics Direct, Llc",2,16657,0,0
1E+11,Scilex Pharmaceuticals Inc.,5453,16657,360,0.066
1E+11,Alon Medical Technology,115,16657,0,0
1E+11,"Ingeniumspine, Llc",2,16657,0,0
1E+11,"Partner Therapeutics, Inc.",257,16657,107,0.4163
1E+11,"Rigel Pharmaceuticals, Inc.",1440,16657,565,0.3924
1E+11,Ibsa Pharma Inc.,2011,16657,224,0.1114
1E+11,"Adamas Pharmaceuticals, Inc.",1749,16657,17,0.0097
1E+11,"Spark Therapeutics, Inc.",460,16657,9,0.0196
1E+11,Nalpropion Pharmaceuticals Llc,2113,16657,230,0.1088
1E+11,"Solta Medical, A Division Of Bausch Health Us, Llc",312,16657,3,0.0096
1E+11,"Ortho Dermatologics, A Division Of Bausch Health Us, Llc",4583,16657,28,0.0061
1E+11,"Bausch & Lomb, A Division Of Bausch Health Us, Llc",18545,16657,41,0.0022
1E+11,"Salix Pharmaceuticals, A Division Of Bausch Health Us, Llc",26859,16657,4883,0.1818
1E+11,"Orapharma, A Division Of Bausch Health Us, Llc",4936,16657,2,0.0004
1E+11,Bodycad Usa Corp,12,16657,0,0
1E+11,"North American Rescue, Llc",4,16657,0,0
1E+11,Ellexiscience,59,16657,1,0.0169
1E+11,"Restor3D, Inc.",4,16657,0,0
1E+11,Avedro Inc.,106,16657,0,0
1E+11,"Auris Health, Inc.",81,16657,7,0.0864
1E+11,Human Regenerative Technologies,1,16657,0,0
1E+11,Keswick Pharmaceuticals Llc,44,16657,0,0
1E+11,"Kyowa Hakko Kirin Co., Ltd",19,16657,3,0.1579
1E+11,Kyowa Kirin Services Ltd,2,16657,0,0
1E+11,"Ivantis, Inc",786,16657,1,0.0013
1E+11,"Cytyc Surgical Products, Llc",6,16657,0,0
1E+11,Cytyc Prenatal Products Corp.,10,16657,0,0
1E+11,"Gen-Probe, Inc.",49,16657,2,0.0408
1E+11,"Gen-Probe Sales & Service, Inc.",30,16657,1,0.0333
1E+11,"Hologic, Llc",6560,16657,239,0.0364
1E+11,Aerin Medical Inc.,1235,16657,5,0.004
1E+11,Array Biopharma Inc.,1078,16657,420,0.3896
1E+11,Adma Biomanufacturing Llc,13,16657,1,0.0769
1E+11,Aroa Biosurgery Incorporated,623,16657,12,0.0193
1E+11,La Jolla Pharmaceutical Company,959,16657,95,0.0991
1E+11,"Prismatik Dentalcraft, Inc.",8,16657,0,0
1E+11,Magstim Group Inc.,7,16657,0,0
1E+11,"Z-Medica, Llc",633,16657,13,0.0205
1E+11,7D Surgical Inc.,48,16657,0,0
1E+11,Maruho Medical Inc.,12,16657,0,0
1E+11,"Companion Medical, Inc.",567,16657,51,0.0899
1E+11,"Celularity, Inc.",664,16657,3,0.0045
1E+11,Microport Crm Usa Inc,11,16657,1,0.0909
1E+11,Braincoolinc,7,16657,1,0.1429
1E+11,"Lifescan, Inc.",546,16657,58,0.1062
1E+11,Servier Pharmaceuticals Llc,252,16657,17,0.0675
1E+11,Amplitude Orthopedics Corporation,1,16657,0,0
1E+11,"Integra Gpo, Llc",12,16657,0,0
1E+11,"Boehringer Ingelheim, Unipessoal, Lda.",1,16657,0,0
1E+11,Hypermed Imaging Inc.,16,16657,0,0
1E+11,"O&M Halyard, Inc.",7,16657,0,0
1E+11,Caerus Corp.,12,16657,0,0
1E+11,"Portola Pharmaceuticals, Inc.",4714,16657,495,0.105
1E+11,Prescient Surgical,135,16657,2,0.0148
1E+11,Shape Memory Medical Inc.,9,16657,0,0
1E+11,"Grt Us Holding, Inc.",116,16657,5,0.0431
1E+11,"Teikoku Pharma Usa, Inc.",2,16657,0,0
1E+11,Rattan And Associates,17,16657,0,0
1E+11,"Blustone Synergy, Llc",1,16657,0,0
1E+11,"Fx Shoulder Usa, Inc",212,16657,1,0.0047
1E+11,Oxford Immunotec Usa Inc,49,16657,16,0.3265
1E+11,"Irras Usa, Inc.",65,16657,0,0
1E+11,"Avita Medical Americas, Llc",109,16657,1,0.0092
1E+11,Idx Technologies Inc.,34,16657,1,0.0294
1E+11,"Air Techniques, Inc.",118,16657,0,0
1E+11,Longeviti Neuro Solutions Llc,15,16657,1,0.0667
1E+11,"Theragen, Inc.",9,16657,0,0
1E+11,Responsive Arthroscopy Llc,14,16657,0,0
1E+11,Servier Affaires Medicales,2,16657,0,0
1E+11,Procept Biorobotics Corporation,432,16657,9,0.0208
1E+11,Us Retina Llc,256,16657,3,0.0117
1E+11,"Flexion Therapeutics, Inc.",5830,16657,109,0.0187
1E+11,Axis360 Surgical Inc,3,16657,0,0
1E+11,Institut De Recherches Internationales Servier,1,16657,0,0
1E+11,"Brainscope Company, Inc.",14,16657,2,0.1429
1E+11,"Topcon Healthcare Solutions, Inc.",125,16657,14,0.112
1E+11,Lupin Inc.,4610,16657,119,0.0258
1E+11,"Semler Scientific, Inc.",4,16657,0,0
1E+11,"Ricoh Usa, Inc",7,16657,0,0
1E+11,"Amdt Holdings, Inc.",3,16657,0,0
1E+11,Royal Biologics,113,16657,0,0
1E+11,Lumenis Ltd.,10,16657,1,0.1
1E+11,Lumenis (Germany) Gmbh,2,16657,0,0
1E+11,Xellia Pharmaceuticals,4,16657,1,0.25
1E+11,Dynavax Technologies Corporation,1013,16657,352,0.3475
1E+11,"Ra Medical Systems, Inc.",244,16657,24,0.0984
1E+11,Lumendi Llc,90,16657,17,0.1889
1E+11,"Capsovision, Inc.",6,16657,3,0.5
1E+11,Berman Instruments Llc,2,16657,0,0
1E+11,"East Louisiana Surgical Services, Llc",1,16657,0,0
1E+11,Radux Devices Llc,3,16657,0,0
1E+11,Intravu Inc.,7,16657,0,0
1E+11,Av Medical Technologies Ltd.,14,16657,0,0
1E+11,B. Braun Miethke Gmbh & Co. Kg,1,16657,0,0
1E+11,"Emmaus Medical, Inc.",152,16657,39,0.2566
1E+11,"Polarityte, Inc.",670,16657,1,0.0015
1E+11,Venclose Inc.,71,16657,6,0.0845
1E+11,Dova Pharmaceuticals,1490,16657,703,0.4718
1E+11,"Acutus Medical, Inc.",111,16657,5,0.045
1E+11,Covis Pharma B.V.,283,16657,19,0.0671
1E+11,"One Surgical, Inc.",4,16657,0,0
1E+11,"Eyepoint Pharmaceuticals Us, Inc.",1024,16657,7,0.0068
1E+11,"Foundation Fusion Solutions, Llc",22,16657,0,0
1E+11,Organox Ltd,2,16657,0,0
1E+11,Intellijoint Surgical Inc.,55,16657,0,0
1E+11,"Practicewell Pro Inc, Dba The Pbg",2,16657,1,0.5
1E+11,"Aesdex, Llc",1,16657,0,0
1E+11,"Northgate Technologies, Inc.",2,16657,0,0
1E+11,"Aurobindo Pharma Usa, Inc.",491,16657,189,0.3849
1E+11,"Dgh Technology, Inc.",1,16657,0,0
1E+11,Teleflex Llc,1016,16657,67,0.0659
1E+11,"Ani Pharmaceuticals, Inc.",1,16657,0,0
1E+11,Philadelphia Medical Management Company Llc,7,16657,0,0
1E+11,"Breathe Technologies, Inc.",106,16657,11,0.1038
1E+11,"Fh Orthopedics, Inc.",19,16657,0,0
1E+11,Hd Lifesciences Llc,13,16657,0,0
1E+11,"Amicus Therapeutics, Inc.",136,16657,3,0.0221
1E+11,Elucent Medical,6,16657,0,0
1E+11,"Tetraphase Pharmaceuticals, Inc.",1344,16657,537,0.3996
1E+11,"Reprise Biomedical, Inc.",19,16657,1,0.0526
1E+11,Pbg Puerto Rico Llc,810,16657,20,0.0247
1E+11,"Neural Analytics, Inc.",21,16657,1,0.0476
1E+11,"Recibio, Inc.",1,16657,0,0
1E+11,Zentech Inc.,1,16657,0,0
1E+11,"Biocodex, Inc.",31,16657,0,0
1E+11,Metuchen Pharmaceuticals,681,16657,62,0.091
1E+11,"Ortho2, Llc",6,16657,0,0
1E+11,"Sage Therapeutics, Inc.",329,16657,6,0.0182
1E+11,Nx Development Corp.,21,16657,0,0
1E+11,Rapid Medical Ltd,18,16657,0,0
1E+11,"Acelrx Pharmaceuticals, Inc.",660,16657,5,0.0076
1E+11,Airehealth,2,16657,1,0.5
1E+11,"Insmed, Inc.",3666,16657,1173,0.32
1E+11,"Verastem, Inc.",1142,16657,475,0.4159
1E+11,Pacira Cryotech Incorporated,46,16657,1,0.0217
1E+11,Medicem Inc.,7,16657,0,0
1E+11,Upjohn Us 1 Llc,8,16657,1,0.125
1E+11,"Secura Bio, Inc.",348,16657,147,0.4224
1E+11,"Conetic Solutions, Inc.",32,16657,0,0
1E+11,Medaxis Llc,1,16657,0,0
1E+11,"Mirus, Llc",50,16657,0,0
